Team,Concept Name,Description,Team
12,Bed Bot,A spine with a comforter over it in order to comfortably support a human in a hospital,12
12,Holding Stretcher,Tensegrity robot with stretcher on its back to hold and carry a person.,12
12,Flexible pet robot,Small tensegrity robot that can interact with people and carry small items to help with simple tasks in a house.,12
12,Tensegrity Snake,"Tensegrity backbone in a snake configuration, to go into tight and narrow spaces",12
12,Tensegrity ball,Device that uses tensegrity to form a ball structure (e.g. SUPERball) that absorbs all external stresses and distributes them evenly over the entire structure. Stretcher is fixed in the middle of the ball to keep the person safe.,12
12,Collapsible Wheels,A Spine-Vehicle with 4 wheels joint to the spine and adjust its movement with tensegrity structure,12
12,Interactive Position Locater,"a device which scans surrounding and tell you where you where you are, what kind of terrain you will face which direction would be the safest route to take.",12
12,Voice Instructor,A device which converts voice instruction to executable codes of instruction,12
12,Gorilla Detector,"Device that have infrared, body temperature and motion detection sensors, capable of scanning surroundings and informing tactical strategy during combat",12
12,Remote Control,"A remote control, similar to that of a video-game console can be used to direct and manipulate the device from a distance.",12
12,Heli-propellers,There are heli-propellers under the backbone to lift the device and subject. ,12
12,Bio Knees,"Knees that can bend, extend and rotate but do so at different lengths/angles to allow for lifting and walking",12
12,Human bend down,"2-legged robot with tensegrity backbone, bend down to lift the person from the ground and bend up to carry the person in its arms.",12
12,Tensegrity Legs,Robot with legs consisting of tensegrity structures so that the legs can bend and lift and carry the person from the ground.,12
12,Tensegrity Swim,"Tensegrity robot that can swim and rescue in water (waterproof components, air bag to help robot float).",12
12,Sturdy Bot,A robot made of steel beams in order to provide maximum strength,12
12,Half Bot/Attachable Modular Spine/Modularity,The robot is 1/2 the length of a human body and it will allow either the support of certain sections of the body or two can work together to support the entire body,12
12,The Crumble,"Collapses to a small, compact unit.",12
12,Flatten Down,The backbone can flatten down to a stretcher type unit.,12
12,FoldBoat,The legs and handle attachments can be folded under when not in use ,12
12,Spine Support Attachment to Exoskeleton,Tensegrity flexible spine attached to an exoskeleton structure for spine support.,12
12,Detachable and Reconstruction,The tensegrity spine can take itself to parts at every segments and move separately on rocky roads and get inside narrow space  ,12
12,Inflatable Spongy Bed,A device which is made of inflatable attachable to the robot to act as a bed,12
12,Face Identifier,A Device which can identify the face of a person by face scanning,12
12,Prosthetic Shoe,A device that help a robot not to slip while walking,12
12,Splint suit,A suit which is X-ray transparent and inflatable that can hold a person rigged,12
12,Hip Jointer,"A device will allow the robot to change its width at the hip, and joints the leg ",12
12,Hydraulic rod,A rod made of damper and spring which can retract and detract hydraulically and absorb impact,12
12,Leg Mechanism,A device / mechanism that can help a robot to move its legs ,12
12,Lifter scoop,A device that can raise and lower an object under the robot,12
12,Carpet Bed,A flexible bed made of carpet that is capable of stretching and compacting ,12
12,Spine rotator,A Device that makes the robot rotate. the gear will be rotated through the pulley by the motor,12
12,Rotating tetrahedron,A device which will enable robot to fit to different place by increasing and decreasing the diameter of the spine,12
12,Matter Detector,a device that can send and receive lather beams and echo to detect metals and display visually the location of matter,12
12,Rolling Ball joint,A device which will allow on rod not to move while the other can rotate in 3d,12
12,Retractable Support,a device which can hold a person at a standing position. the device retracts from the robot ,12
12,Snake Model ,"Uses slippery, flexible material around body to move and also slide and fit into tight places.",12
12,Jump Model,Uses hind legs to jump and run like a cheetah. ,12
12,Horizontal Legs,Can extend legs outwards to push off of walls and other surfaces.,12
12,Peg System,Backbone is made up of pegs that are removable and exchangeable to change the shape/orientation of device. ,12
12,Pneumatic suspension,Legs have pneumatic suspensions for uneven surface. ,12
12,Extendable Backbone,The length of the backbone is expendable and compressible.,12
12,Cat-like joints,Leg joints are movable like cats.,12
12,Mounted Headlight,Device has a mounted flashlight for dark areas.,12
12,Tactile Sensors,Pressure sensors communicate to remote control/device to provide real time feel and pressure.,12
12,Pulley/Belt system,"Use pulleys, belts, and sprockets to redirect tension.",12
12,Magnetic Clamps,Fasteners are magnetized for easy and strong clamping mechanism. They can be controlled by an electric current that generates a magnetic field.,12
12,Concave Bed,Backbone and bed are concaved to secure subject and reduce height.,12
12,Quicker picker upper,"Device positions directly above the subject, lowers down, and scoops up the subject. It opens its core and ""swallows"" the subject.",12
12,Magnet Activation,Place magnets under subject and then activate magnetic field on device to life subject,12
12,Sheet roll up,"The device throws a sheet over the person, then rolls it up and pulls them up",12
12,Suction cup fastening,Use suction cups to hold subject onto device,12
12,Electrically-activated adhesive,Adhesive on device can be electrically activated when in contact with subject and create strong bond.,12
12,High-pressure vacuums,air vacuums to pull on subject and secure them in place,12
12,Linked Spine,"Two ULTRA Spine linked together, one large spine with legs for carrying survivor out of scenes and one small snake like spine to move in narrow space",12
12,Multiple layers Spine,"Concrete spine underneath to provide move and support, soft materials on top to give comfortable feeling for users  ",12
12,Bended Spine stretcher,"""Long and thin"" spine move snake-likely to get inside collapsed buildings, then separate to 3-4 parts and joint parallel to form a platform to hold body",12
12,Tensegrity Rolling Cylinder,"The edge of vertebrae is able to bend to a cylinder form, which rolls on roads to move",12
12,Installed mobile platform,"The spine is vertically installed between a  horizontal fixed platform underneath and a mobile platform on the top, able to bend, roll, move side by side or support weight  ",12
12,Wall-climbing spine,Have mini magnetic chucks under its legs and use Van der Waal’s forces to climb on the wall,12
12,Semi-Autonomous Control,Able to apply and switch from  human-handled system to autonomous control for non-engineering professional people  to complete complex missions,12
12,Cloud Data Machine Communication,"Interaction between one spine to another via Cloud Data Pipeline, and remote control through existing electronic instruments",12
12,Flying Spine,Add small suspension flying instrument to make it fly over difficult areas,12
12,Infrared Detector,Use infrared detectors to find survivors under collapsed buildings,12
12,Machine Learning,"Interactive and remote controllable, grasp new movements by itself with machine learning",12
12,Soft Material Spine,Have soft material in the surface which in touch with the users' bodies,12
12,Spine Sensor,A large spine with legs with multiple radar sensors to identify and locate targets,12
12,Stereo Vision,use 3-dimensional Stereo Vision to sense and avoid obstacles by itself,12
12,Digital Path Planning,Intelligent Obstacle Avoidance System based on Behavior for Mobile Robot,12
12,Heat Durability,"Tolerant to dust, heat and low temperature in extreme working environments",12
12,Overseas Maintenance,Have overseas customer service and supply line for replaceable parts and components,12
12,Magnetic Levitation,Robot is able to move quickly using magnetic levitation,12
12,Adhesive Legs,"Adhesive material on legs to stick on walls/rubble and scale them, and to maintain stability in rough conditions",12
12,Manual Override Button,Have a manual button to override robotic movements in case of malfunction,12
12,Compartments,Robot carries some compartments for basic first aid immediately after locating injured person,12
12,Video Camera,Video camera for real-time human interaction,12
12,Small tensegrity bots,"Small tensegrity bots that can be arranged in any shape/size (to form long stretcher for loading people, or even to form a harness to provide support for firemen to load and drag people out)",12
12,Handcuffs Locking,Locking mechanism for hands and legs (like handcuffs),12
12,Airbag,Person loaded on a stretcher enclosed by air bag to provide oxygen,12
12,Velcro Tape Fasteners,Velcro tape to tape down clothing to the stretcher on the robot,12
12,Memory foam bed,The memory foam insert that the person sinks into and secures them while in transport,12
12,Spider legs,8 rigid but jointed legs that work together to smooth out the transport for the user,12
12,tread legs,legs using tank treads to move around,12
12,actuator rods,the rods are actuators attached through cables instead of rigid rods,12
12,flexirods,the rods are made of balsa wood or other flexible materials to increase the DoF,12
12,socket spine,The spine cores are made of ball and socket joints that make torsion in the system a lot easier ,12
12,flashbot,The robot flashes lights corresponding to different instructions so that the user knows what is about to happen,12
12,leanbot,The user leans in whatever direction he wants to robot to go,12
12,VRBot,User wears a VR Helmet in order to see from the robot's perspective,12
12,ABot,Use an A Frame with a spring in the middle in order to bring legs back together,12
12,Catibot,the robot acts like a caterpillar and slides under the person slowly,12
12,Rotobot,The robot can scoop up a person and then rotate the spine such that the person is then lying on top of the spine instead of dangling beneath,12
12,OverBot,Each cable is actuated with an individual spool (like what the 6 bar does),12
12,First Aid Robot,The robot is able to scan the person for injuries so basic first aid can be administered before carrying,12
12,Self Destruct Robot,"The robot can be programmed to self destruct if it malfunctions/goes missing, and falls into the hands of unauthorized operators",12
12,Accelerometer sensors,The robot has sensors which detect forces and dynamics in the legs and accelerate when required,12
12,Vital Sensors,The robot has heart rate and oxygen sensor to measure the patients vitals while en route to treatment,12
13,Trunk,"Underwater box used to deposit materials, supplies and tools for divers use for maintenance",13
13,Scale,Underwater scale connected with onshore facility used to calculate the corrosion of materials,13
13,Radio speaker,"Use of an adjustable frequency emitter to push a desired sort of marine animals away from the BWC, like whales or sharks (big animals)",13
13,Broken Line Carpet,Plaques are joint on their edges,13
13,Fixed anchor,Big screws are drilled deep enough in the seabed that they are in rocks,13
13,Inflatable carpet,With a system of valves you can inflate parts to adapt the geometry,13
13,Chains,Metal chains link each plaque to the other,13
13,Reef habitat,Food attached to pistons,13
13,Glass box,Alternative to fishnet,13
13,Airplane wing,Profiled wing,13
13,Wire fence,A fishnet protecting both animals and BWC from collision,13
13,Pumping system,"Valves and motion of pistons displace water into the shore, there it is stocked then passed through a turbine",13
13,Wings,Pivoting system to deploy plaques to modify geometry according to the waves spectrum,13
13,Alternator system,Pistons move a crankshaft that makes the alternator turn,13
13,Corrosion sensor,Use a camera to monitor corrosion,13
13,Plastic bag membrane,"Membrane to prevent lubricating liquid leakage, elastomer (not really a plastic bag)",13
13,Plateau structure,It's used to set the carpet at the desired height / depth,13
13,Noise absorber,A string links the carpet to the piston to reduce impacts and consequently noise,13
13,Hook,A snap hook used to set and remove whole BWC for maintenance,13
13,"""True"" carpet","Instead of hard plaques linked together (see Broken Line carpet), use of one single elastomer surface",13
13,Oscillating Water Column,Water column rises and falls with waves compressing the air above the column which is then passed through a turbine,13
13,Helical Wave Carpet,An underwater device similar to vertical axis wind turbines with a helical shape and rotational movement,13
13,Underwater Free Floating,The device sways back and forth under the motion of waves,13
13,Pressure Differential,Near shore device that moves vertically due to pressure differential created by waves,13
13,Wave Surge Converter,Hinged Deflectors are placed perpendicular to wave direction that moves back and forth along with the waves,13
13,Rotating Mass Differential,Rotation is used to capture energy by the movement of device heaving and swaying in the waves,13
13,Bulge Wave,"A tube is placed in the water. The water enters the stem, creating pressure variation along the tube (bulge). As it travels it grows and gains more energy and then passes through a low head turbine to generate electricity",13
13,Parallel Carpet,The carpet is placed in direction of the wave. The pieces are connected together.,13
13,Perpendicular Carpet,Same concept as above but the carpet is placed perpendicular to wave direction. This gives larger output but requires more maintenance.,13
13,Segregated Carpet,The carpet is segregated into pieces connected together allowing for larger area coverage,13
13,Magnetic Generation,The prototype will have a magnet in the middle. The waves will compress and stretch the magnet which will create a magnetic flux,13
13,Floating Pressure Differential,The concept uses the pressure differential above the device between the wave crests and troughs to generate electricity,13
13,Fish Repellant,"As fish and other marine animals use sonar to communicate, a broadcaster could be used to repel these marine animals",13
13,Wave Fan,Similar working as a wind turbine,13
13,Overtopping Device,The Overtopping device captures waves in a reservoir and uses them to run a turbine,13
13,Floating Oscillating Generator,The waves will enter a small hole and run through a turbine generating electricity,13
13,Wave Compressor,The prototype will have an air turbine. The waves will compress the air passing it through a turbine.,13
13,Wave Actuator,Attach actuators to change the shape of the wave carpet as the wave frequency changes,13
13,Wave Flaps,Attach flaps to change the shape of the wave carpet as the wave frequency changes,13
13,Stainless Steel Reinforcements,Steel beams to provide reinforcement to the wave carpet in case of a natural disaster,13
13,Emergency Lever,A lever that collapses wave carpet into a compact box during a disaster,13
13,Bedazzled Rubber,Rubber material with designs to repel fish,13
13,Motion Sensor,Detachable sensors that monitor motion of the carpet,13
13,Suction Cups,Attachment for carpet to the sea floor,13
13,Circular Shape,Circular shape instead of a rectangular shape of the carpet,13
13,Biodegradable Netting,Netting made out of biodegradable material to cover the wave carpet to prevent FOD near the carpet,13
13,GPS,Build in GPS system so it can be located easily,13
13,Alarm,Motion detector alarm is attached to the wave carpet which sounds up when marine animals come close to scare them off,13
13,Removable Rubber,The wave carpet should have a removable surface rubber to make maintainance quick,13
13,Camera,A camera can be installed to monitor the condition of the wave carpet,13
13,Netting with Algae,Netting is doped with algae culture to promote re-oxygenation of the water,13
13,Wave Carpet with Propellers,Propellers are attached to the wave carpet to generate waves when the water is stagnant,13
13,Hydrophobic Metal Coating,Hydrophobic anti coating to be brushed on all metal surfaces of the wave carpet that come into contact with water,13
13,Synthetic Rubber Mat,"Synthetic rubber mat, as opposed to natural rubber",13
13,Shock Absorbers,Absorbers to be placed under wave carpet platforms to ensure they remain stationary,13
13,Light,Built in light that turns on to make maintenance easier,13
13,Attachable oxygen tanks,Facilitate creation of an artificial reef,13
13,Retractable wheels,Allows wave carpet to move across ocean floor,13
13,Emergency Tether,Cable that extends out of the Wave Carpet in the event that it needs to be pulled out of the water,13
14,Flexible Eye Mechanism,Eyes that are capable of blinking and turning eyeballs.,14
14,Flexible Eyebrow Mechanism,"Allows for natural simulation of eyebrow movements (i.e. change shape, go up and down, side to side)",14
14,Natural Jaw Mover,"The jaw not only moves up and down, but all is able to curve to allow for natural jaw movement",14
14,Laughing Mechanism,Laughing control that the user can use to allow the costume character to laugh; removes the need for the user to actually laugh; enables more authentic laughing,14
14,Earphone-Microphone Connector,User wears an earphone because noise in the congested head makes it difficult to hear; an inconspicuous mic is attached on the costume body to capture sounds from the outside and send to the earphone,14
14,Camera Facial Recognition,Smart phone camera is used to recognize users' facial movements and use the data to control the face's expressions mechanisms.  Similar to Snapchat's facial recognition.,14
14,Body Pillow Padding,Pillow tucked inside the fur allows costume to be soft and comfortable to hug.,14
14,Body Heat Emission,"When a character is giving a hug, the body will emit heat with the use of heat patches tucked under the fur.  Great for places with cold weather.",14
14,Smart Glasses for Facial Recognition,"Like the Google Glass, these smart glasses will be able to recognize eye and eyebrow movement.",14
14,Performance Facial Stickers,"The user will wear stickers around the eyebrow, eyes and mouth and a facial recognition interface can pick up the movements",14
14,Multi-language Voice Box,This box will enable international visitors at theme park to converse with talking characters.  The performer can speak using English but the voice will come out a different language.,14
14,Hat Fan,Head piece worn on the costume head will contain a cooling fan inside.,14
14,Body Heat Transfer,"Heat from inside the costume will travel out to the person interacting with the character, creates a warm happy sensation.",14
14,Pupil Reducing Mechanism,"When a character is surprised or scared, the pupils will go small using LCD.",14
14,Voice Activated Controller for Face,The wearer will use the voice to control the characters' facial expressions,14
14,Voice Activated Controller for Arms,"For costumes that require fake arms, the user can move them using a voice activated controller",14
14,Flexible Face,"Use a soft, plush like material or rubber to make the face stretchy and flexible.",14
14,Emergency Button or String,"When the performer gets too hot, he or she can push a button that will alert an attendant that he wishes to go backstage.",14
14,Cool Tech,"Kind of like UNIQLO Heat Tech, this kind of clothing keeps the body cool.",14
14,Cooling Water Helmet,"Using a water heat exchanger, a helmet that can be worn is filled with cool water to keep the head cool.",14
14,screen eyes,"the eyes of the character are actually LED screens displaying an eye, moving around and blinking",14
14,water for performer,a water reserve placed in an iso-thermic container on the back of the performer. A small pipe near his mouth allows him to sip water easily wile in the suit,14
14,moving neck,Allowing the neck of the suit to move independently from the rest of the suit by detaching it from the body (rolling ball bearing),14
14,speaking characters,"small loudspeakers located at the beginning of the character's mouth/throat, so as to make it speak in a lively manner",14
14,icy ventilation,"small fans in the hear gear, with a small ""ice pack"" to locally cool the air and blow the cooler air",14
14,iron man backpack,all the head actuators can actually be detached from the suit and fold themselves in a backpack the performer is wearing,14
14,blush,"small red LED behind cheeks, so that the character can actually blush. There are some sensors of the cheeks to actually detect a kiss from a guest",14
14,live performer monitor,the suit has thermal probes that can be applied on the performer's body to check his body temperature. a small red light goes on if it's becoming dangerous,14
14,exo performer,"An exo-squeletton like dispositive to help the performer move the suit around, compensating for its weight. It mainly helps arms and leg movement",14
14,cloth offset,"a light structure around the performer's limbs, so that the suit is not directly in contact with the performer's skin, to thus make the suit less hot ",14
14,Geared Eyebrows,The two eyebrows are connected by a pair number of gears. One of them is actuated by a servomotor. thus both eyebrows will move at the same time,14
14,Lifted eyebrows,"Both eyebrows are connected together, and a string links the ensemble to a servomotor at the back of the head, allowing the ensemble the move up and down all at once",14
14,Fattening device,"The frame of the suit is made with a rigid plastic that  keeps the form of the character's belly, a fat one, allowing the character to look fat from the outside without having to fill the suit with foam.",14
14,Battery indicator,"A little light is placed by the performer's eyes, turning red when the battery of the actuators is low and the suit needs to be recharged",14
14,SOS Button,"a button on the waist of the performer, that can be pulleb from the outside of the suit. the button is connected to the character attendant, and when pressed it alerts him that the performer is not feeling right and needs to go backstage to take off the suit",14
14,External plug,"An electrical plug dissimulated in the fur, allowing the suit to be recharged without having to remove the fur. ",14
14,Fake shoes,"flat shoes with a snickers-like structure, to improve the comfort of the performer. The surrounding/exterior aspect of the shoe is, however, shaped according to the character. Thus, for example, a performer a female character's suit won't actually have to wear high heels",14
14,External microphone,a series of microphones placed into the nose of the character and in its ears to catch the surrounding conversations. The conversations are transmitted to earphones so that the performer can actually hear the guests talking to him,14
14,Light sensor,"a sensor placed on the nose or the forehead of the character, detecting the luminosity of the surroundings to adjust the image the performer is seeing, providing him the best image possible in any circumstance/venue",14
14,Lip reader,"A small camera placed inside the suit, and directed towards the performer's lips. The camera analyses the lip motion of the performer and literally reads it, before providing the information to an exterior loudspeaker reproducing the voice of the character.",14
14,Peltier Cooling Collar,"A device that we can wear on neck using Peltier effect
: let electricity through and transfer the heat from one 
material to another",14
14,Borescope Eyes,Use thin-clothes covered borescopeon the eyes of character as camera,14
14,In costume ice bag,Have ice bags in the costume frame to absorb heat from person inside,14
14,Snapchat facial sensor,Use the data from snapchat as input to control facial expression of costume,14
14,Hexagon frame,Use hexagon structure as frameof costume to decrease weightand increase air fluency ,14
14,Vision system,Connect camera to VR media headset to provide better vision,14
14,Surrounding cooling system,Have pipes with cooling fluid surround user’s wrist and ankle to absorb heat ,14
14,Remote controlling expression,Have pre-defined facial expression sets and switch by controller,14
14,Phone speaker,Use phone and magnifier to transfer user’s voice to guest,14
14,Camera eye sensor,Use light reflection signal to compute gazing point of eyes and output movement of eyes,14
14,Wheel Shoes,Have wheels with spring-switch on the foot of costume,14
14,Cooling medicine,Medicine dropper to cool user down,14
14,bubble film protector,Have bubble film under costume's skin to avoid injury,14
14,air bully,use air(Hydrogen) filled bag as character's bully,14
14,mouth fan,have fan and mist hidden in mouth of character in order to fresh the air,14
14,belt frame,"belt shaped circular plastic frame that surrounds the bully of character, distributing load on the wrist of performer",14
14,inner seat,"extending from the belt frame. form a inner plat form, allow performer to sit on it or put backpack on",14
14,hidden speaker,have hidden speaker on the field where the character acts and play pre-recorded voice of character,14
14,balloon cheek,have cheeks as shaped balloons. control amount of air to raise and lower cheek,14
14,Light sensor,to be companied with LED eyes. sensoring light strength and tune the lightness of LED screen,14
14,Sun glasses,"Make the character's eyes in a kind of sun glass, allowing the performer to see through them",14
14,Botox is top,"make the cheeks of the character in silicone or rubber, to make their movement easier and more credible",14
14,Rubber eyebrows,"Make the eyebrows out of rubber, and at their core place a multi-piece mechanical arm that can make it move in several directions",14
14,Rubber lips,"The lips of the character are made out of rubber, and a linear succession of actuators is places in the ""gums"" of the character, to make them move.",14
14,Corner of the mouth smiling,"The corner of the character's mouth is actually sewed on as a continuation of the character's mouth. Behind, actuators are linked to these ""corner of the mouth"", pulling them up and down to convey the impression that the character is smiling or sad.",14
14,Robot hand,"The hands of the character are semi-robotic ones, linked to the performer's hands. This is made so as to convert the 5-fingers movements of the performer in the 4-fingers movement of the character. For this, some strings are attached to four of the performer's fingers to move the character's ones",14
14,Detection watch,This detection watch is to track the heart rate of the performer and some other physical characters to judge whether the performer is in a good condition or whether he/she should be replaced by other performers,14
14,The log chair,"Theme parks can put many big logs along the route the characters take, so the performers wearing big costumes can sit on them to take a rest. And in the log chair, there is a cooling system which can take away heat from the performer.",14
14,Movable jaw,"Make a jaw using plastic plates. It can be connected to the head frame by some springs. The performer put his/her jaw on the plate.When he/she moves his/her own jaw, the character's jaw moves.",14
14,Stronger receiver,"Since the costume is very thick, and may hinder the performer hearing the guest clearly. The strong receiver mounted on the ear of the character can make the performer hear outside world clearly. ",14
14,Facial Expression Detectable Costume,"There exists a detection scheme mounted in the head of the animatronic character, which can detect the facial expressions of the performer and these data can be used for making the character’s face take on the same animated facial features. For example, the performer in this costume smiles, the character smiles; the performer moves his/her eyes from left to right, the character does the same thing.",14
14,Invisible Camera Costume,"The re-designed costume using the mini camera mounted on the forehead of costume head, which is hidden well, just like it is invisible. Compared with traditional costumes, the hidden camera with other devices,  can provide the performer inside the suit with a wider range of vision. Therefore, the operator or the performer is less likely to fall down due to the bad vision.",14
14,Plastic frame,"To make a big belly for the character like a bear, and meanwhile make sure that the costume is not so heavy, we can use the plastic strips to construct a frame and then attach it to the fuzzy clothes.",14
14,Mini backpack,"In the spare room of the costume, the performer can take a mini backpack which contains a cooling bag. The materials can be ices or chemical stuffs. Just to take away the heat of performers.",14
14,Voice Box,"An amplifier hidden behind the tie of the character, which can make the sound of the character louder. And another sound modifier to make the voice like the original one in the cartoon.",14
14,Cooling e-scarf,Performers wear the scarf to cool the part near the neck. The e-scarf functions as a mini air conditioner.,14
14,Sun-glass Eye,Use the sun glass (dark but transparent) to make eyes of the character. The performer will see outside through it.,14
14,Air tube,"Air tube hidden in the big ear of the character helps the ventilation, providing the fresh air.",14
14,High five ventilation,"There is a sensor in the hand. When the character claps hands or high five with guests, the sensor receives the signal to actuate the ventilation system. Then the performer can breathe well.",14
14,Happy eyeglasses,"When it is overcast, people may feel upset. The performer may lose the passion to take on so many animated features or frequently interact with guests. While the happy eyeglasses can just make the views the performer sees brighter, like under the sunshine, to make him/her happier and more positive. (The mechanism is like the filter in the camera)",14
14,Wide belt trough,"Above the hip, performer wears a wide belt. The belt is made like a trough. Ice bags and some remote controller can be placed here.",14
14,Belly door,The switch on the arm can open the belly of the character. Other workers can replenish some ice bags on the trough belt or just help the performer ventilate temporarily.,14
14,Wheel shoes,"There exists a wheel in the shoe, but it cannot be perceived in normal situation. When the performer is tired, he/she can press the shoes hard against the ground to take the wheels out by utilizing the spring. Then the performer feels like wearing a pair of roller skates.",14
14,Hip belt,"The belt connects the upper body and the lower part. And it is fixed around the hip, so the weight of the costume can be shared by the hip, rather than shoulders alone.",14
14,Pants tube,"Some air tubes with holes, attached to the ""pants"" of the character helps ventilation in the lower part of the costume. There should be a gap between pants and shoes .",14
14,Shoe switch,"When the character pose some gestures, he/she press the switch of the pump hard, which is mounted on the heel of shoes. The pump suctions some cool air from outside by the pants tube.",14
14,informative glass ,"The glass can be transparent or not. The performance can see through the glass when they want to, or choose to look at the screen on the glass that shows the surrounding outside of the costume",14
14,finger touch pad,Sticky pad on the fingers allows the costume to pick up things ,14
14,movable truss,A supporting truss system that allows people to sit down ,14
14,earphone ,Allows user to communicate with outside ,14
14,cooling/heating pads,This pads not only cool/warm the performance also cool/warm the guests,14
14,Rapid cooling pad ,Maintain moderate temperature environment inside the costume,14
14,Dissipating fan,Remove heat from the body,14
14,camera,"An add-on for the costume which can record the number of tourists&interaction made by the guests, so to provide valuable information for future improvement",14
14,eye sensor ,"Capture the facial expression, analyze customers' reaction",14
14,GPS tracking mechanism ,Tracks the position of the costume,14
14,Sound animation,An speaker and sound converter that convert the human voice to animated voice,14
14,Tail mechanism,"Allows the tail to move as the mood/music in the theme park, and provides extra balancing torque to the body frame",14
14,Ear mechanism ,Allows the ear to move as the mood of the performers/music in the theme park,14
14,Information system,"Gather the guest information in the park and calculate the most crowded spots, so to allocate the positions of the performers",14
14,Wrinkle,Utilize rubber/fabric to create wrinkle on the character's face so to make the facial expression more vivid,14
14,Inflatable belly ,The belly of the character can be inflated and deflated,14
14,Automatic arm movement ,The arm can move automatically while the operator is in emergency,14
14,Emergency call button,"When the operator is in emergency, he can press the button and call centralized service",14
14,Removable clothes,The clothes is removable and washable ,14
14,Rear view camera,"Provide real time view at the back of the costume, because sometimes the costume is pretty big which makes the performer hard to see what's in the back ",14
